entity_id,entity_type,reason,listed_date
51.18.193.236,ip,Suspicious login pattern,2025-12-13
dev_199495,device,Suspicious login pattern,2025-09-05
207.46.226.23,ip,Suspicious login pattern,2025-10-13
dev_400512,device,Suspicious login pattern,2025-10-02
120.133.38.219,ip,Chargeback abuse,2025-09-24
199.31.180.172,ip,Known botnet activity,2025-11-01
27.200.47.228,ip,Previous fraud attempt,2025-09-18
190.210.115.89,ip,Previous fraud attempt,2025-12-25
acc_994642,account,Known botnet activity,2025-09-20
acc_819507,account,Known botnet activity,2025-11-03
acc_645943,account,Chargeback abuse,2025-11-25
acc_851107,account,Known botnet activity,2025-10-26
dev_816273,device,Suspicious login pattern,2025-10-15
2.145.180.19,ip,Known botnet activity,2025-12-20
219.210.14.5,ip,Known botnet activity,2025-11-25
acc_866143,account,Chargeback abuse,2025-12-02
acc_691372,account,Previous fraud attempt,2025-11-13
dev_244100,device,Known botnet activity,2025-10-06
acc_356656,account,Suspicious login pattern,2025-12-02
acc_215922,account,Previous fraud attempt,2025-09-03
67.96.133.27,ip,Previous fraud attempt,2025-10-16
124.65.12.91,ip,Suspicious login pattern,2025-11-20
55.50.171.200,ip,Suspicious login pattern,2025-12-12
dev_729651,device,Suspicious login pattern,2025-11-06
acc_455568,account,Chargeback abuse,2025-10-07
acc_589103,account,Previous fraud attempt,2025-11-12
acc_606154,account,Previous fraud attempt,2025-11-16
acc_996789,account,Suspicious login pattern,2025-12-24
dev_169526,device,Previous fraud attempt,2025-11-30
96.124.10.221,ip,Known botnet activity,2025-09-28
acc_836461,account,Previous fraud attempt,2025-11-19
160.155.166.35,ip,Known botnet activity,2025-09-17
84.63.222.137,ip,Suspicious login pattern,2025-10-05
dev_30470,device,Known botnet activity,2025-10-04
acc_315802,account,Known botnet activity,2025-11-02
194.177.114.185,ip,Previous fraud attempt,2025-12-08
acc_125107,account,Previous fraud attempt,2025-09-01
72.38.111.185,ip,Suspicious login pattern,2025-12-23
dev_499756,device,Suspicious login pattern,2025-10-28
88.246.223.13,ip,Previous fraud attempt,2025-12-26
dev_777332,device,Known botnet activity,2025-08-31
dev_560923,device,Known botnet activity,2025-09-15
acc_323231,account,Chargeback abuse,2025-09-16
acc_472427,account,Known botnet activity,2025-10-26
81.121.222.30,ip,Suspicious login pattern,2025-09-15
dev_478985,device,Previous fraud attempt,2025-12-02
acc_266348,account,Suspicious login pattern,2025-09-28
acc_986307,account,Previous fraud attempt,2025-10-18
dev_669186,device,Previous fraud attempt,2025-09-10
dev_142305,device,Known botnet activity,2025-09-18
dev_503459,device,Previous fraud attempt,2025-09-03
dev_646404,device,Known botnet activity,2025-12-09
95.72.34.204,ip,Previous fraud attempt,2025-09-20
dev_532367,device,Known botnet activity,2025-10-29
153.84.68.253,ip,Previous fraud attempt,2025-09-02
acc_621075,account,Previous fraud attempt,2025-12-13
dev_901039,device,Chargeback abuse,2025-11-14
dev_43417,device,Suspicious login pattern,2025-12-06
12.177.139.23,ip,Chargeback abuse,2025-12-05
44.251.145.52,ip,Chargeback abuse,2025-09-28
45.98.197.160,ip,Suspicious login pattern,2025-12-11
dev_371825,device,Known botnet activity,2025-12-18
acc_65638,account,Known botnet activity,2025-09-12
acc_868996,account,Known botnet activity,2025-11-26
acc_571200,account,Previous fraud attempt,2025-10-25
28.192.6.174,ip,Known botnet activity,2025-11-30
acc_203676,account,Suspicious login pattern,2025-10-05
acc_241774,account,Known botnet activity,2025-10-14
dev_400792,device,Previous fraud attempt,2025-11-17
acc_626404,account,Suspicious login pattern,2025-12-21
dev_134582,device,Suspicious login pattern,2025-10-13
dev_663539,device,Chargeback abuse,2025-12-15
acc_92985,account,Suspicious login pattern,2025-11-12
acc_287937,account,Known botnet activity,2025-10-01
213.65.51.199,ip,Previous fraud attempt,2025-11-11
acc_207806,account,Known botnet activity,2025-11-30
dev_282611,device,Known botnet activity,2025-12-21
dev_517666,device,Previous fraud attempt,2025-10-16
acc_720802,account,Known botnet activity,2025-09-26
acc_158076,account,Previous fraud attempt,2025-11-02
acc_503229,account,Previous fraud attempt,2025-12-03
dev_174452,device,Previous fraud attempt,2025-09-03
dev_787938,device,Known botnet activity,2025-10-12
159.224.122.135,ip,Previous fraud attempt,2025-12-21
dev_693989,device,Chargeback abuse,2025-11-21
dev_270757,device,Previous fraud attempt,2025-08-31
acc_156714,account,Previous fraud attempt,2025-11-29
209.45.63.88,ip,Known botnet activity,2025-11-19
acc_890171,account,Suspicious login pattern,2025-10-26
47.162.160.11,ip,Previous fraud attempt,2025-12-20
140.222.38.190,ip,Previous fraud attempt,2025-10-17
acc_23218,account,Suspicious login pattern,2025-12-23
dev_118403,device,Chargeback abuse,2025-10-11
217.96.84.42,ip,Known botnet activity,2025-11-19
dev_77417,device,Previous fraud attempt,2025-10-17
102.119.9.155,ip,Known botnet activity,2025-12-10
acc_640156,account,Previous fraud attempt,2025-09-29
acc_58831,account,Chargeback abuse,2025-12-16
dev_905958,device,Chargeback abuse,2025-09-18
dev_534815,device,Chargeback abuse,2025-09-03
dev_840970,device,Previous fraud attempt,2025-09-19
dev_53824,device,Chargeback abuse,2025-09-29
dev_184397,device,Previous fraud attempt,2025-12-14
91.87.252.59,ip,Known botnet activity,2025-09-09
dev_122851,device,Previous fraud attempt,2025-10-04
acc_79516,account,Previous fraud attempt,2025-11-05
acc_286219,account,Known botnet activity,2025-12-03
acc_501363,account,Chargeback abuse,2025-09-03
175.180.222.12,ip,Known botnet activity,2025-12-12
acc_807165,account,Suspicious login pattern,2025-09-20
acc_750702,account,Chargeback abuse,2025-12-15
95.65.36.231,ip,Chargeback abuse,2025-11-26
dev_181116,device,Previous fraud attempt,2025-11-05
180.143.103.57,ip,Previous fraud attempt,2025-10-15
84.184.86.211,ip,Suspicious login pattern,2025-12-13
199.58.182.82,ip,Chargeback abuse,2025-11-28
acc_508223,account,Previous fraud attempt,2025-09-28
dev_887567,device,Chargeback abuse,2025-09-09
141.221.221.2,ip,Previous fraud attempt,2025-10-23
acc_527856,account,Suspicious login pattern,2025-09-29
acc_631261,account,Chargeback abuse,2025-10-22
acc_901230,account,Chargeback abuse,2025-11-14
78.148.55.246,ip,Chargeback abuse,2025-11-06
dev_778089,device,Chargeback abuse,2025-09-09
144.154.192.141,ip,Known botnet activity,2025-12-20
107.11.132.53,ip,Previous fraud attempt,2025-09-01
acc_844478,account,Known botnet activity,2025-09-18
dev_935573,device,Suspicious login pattern,2025-09-24
dev_451657,device,Known botnet activity,2025-10-20
dev_973281,device,Chargeback abuse,2025-09-22
78.236.251.131,ip,Suspicious login pattern,2025-10-26
160.178.18.6,ip,Chargeback abuse,2025-12-12
dev_670585,device,Suspicious login pattern,2025-09-14
169.16.50.230,ip,Previous fraud attempt,2025-10-27
acc_140802,account,Chargeback abuse,2025-11-29
acc_33654,account,Suspicious login pattern,2025-11-17
dev_338188,device,Suspicious login pattern,2025-09-23
10.116.129.251,ip,Suspicious login pattern,2025-11-16
183.114.110.230,ip,Known botnet activity,2025-10-17
1.206.149.240,ip,Suspicious login pattern,2025-12-24
acc_10333,account,Chargeback abuse,2025-10-22
acc_710817,account,Chargeback abuse,2025-12-09
acc_903656,account,Chargeback abuse,2025-09-12
118.120.253.62,ip,Suspicious login pattern,2025-12-03
acc_180307,account,Known botnet activity,2025-12-10
acc_164299,account,Chargeback abuse,2025-10-22
dev_285177,device,Suspicious login pattern,2025-11-09
37.250.25.19,ip,Suspicious login pattern,2025-09-24
acc_207439,account,Suspicious login pattern,2025-12-14
acc_318866,account,Known botnet activity,2025-10-24
dev_218021,device,Suspicious login pattern,2025-10-24
dev_629119,device,Suspicious login pattern,2025-12-15
dev_313069,device,Known botnet activity,2025-11-01
173.42.70.44,ip,Known botnet activity,2025-11-06
acc_567152,account,Chargeback abuse,2025-11-02
66.116.110.52,ip,Chargeback abuse,2025-11-09
dev_663398,device,Previous fraud attempt,2025-09-23
25.157.197.120,ip,Chargeback abuse,2025-10-25
51.13.173.31,ip,Suspicious login pattern,2025-12-08
71.104.166.78,ip,Previous fraud attempt,2025-11-28
acc_897131,account,Chargeback abuse,2025-11-11
92.214.168.241,ip,Known botnet activity,2025-10-11
dev_137233,device,Previous fraud attempt,2025-10-18
acc_92410,account,Previous fraud attempt,2025-11-01
acc_351645,account,Previous fraud attempt,2025-10-11
dev_919318,device,Known botnet activity,2025-10-26
acc_520608,account,Suspicious login pattern,2025-11-10
dev_734698,device,Chargeback abuse,2025-10-29
acc_942280,account,Known botnet activity,2025-09-02
dev_72770,device,Previous fraud attempt,2025-12-18
acc_137597,account,Suspicious login pattern,2025-12-03
dev_46786,device,Suspicious login pattern,2025-11-26
dev_865875,device,Suspicious login pattern,2025-09-08
dev_431412,device,Chargeback abuse,2025-12-23
dev_811282,device,Previous fraud attempt,2025-11-11
acc_419255,account,Known botnet activity,2025-11-29
acc_668243,account,Known botnet activity,2025-09-08
90.206.57.93,ip,Previous fraud attempt,2025-12-08
acc_840415,account,Chargeback abuse,2025-09-23
185.0.152.126,ip,Known botnet activity,2025-12-14
135.208.180.66,ip,Previous fraud attempt,2025-11-17
39.197.92.49,ip,Chargeback abuse,2025-10-01
acc_441628,account,Previous fraud attempt,2025-10-21
acc_377143,account,Known botnet activity,2025-12-16
63.102.19.76,ip,Suspicious login pattern,2025-09-02
dev_484534,device,Suspicious login pattern,2025-09-03
acc_422972,account,Known botnet activity,2025-12-19
acc_495112,account,Known botnet activity,2025-11-13
acc_845199,account,Previous fraud attempt,2025-08-30
acc_644938,account,Previous fraud attempt,2025-12-08
108.84.183.232,ip,Suspicious login pattern,2025-10-25
dev_228012,device,Suspicious login pattern,2025-11-20
dev_142727,device,Suspicious login pattern,2025-10-12
dev_632017,device,Known botnet activity,2025-09-12
166.15.184.205,ip,Known botnet activity,2025-09-12
dev_409243,device,Previous fraud attempt,2025-11-07
acc_910972,account,Chargeback abuse,2025-09-01
82.91.55.12,ip,Previous fraud attempt,2025-09-17
acc_437603,account,Suspicious login pattern,2025-09-26
dev_829138,device,Known botnet activity,2025-11-01
acc_740545,account,Known botnet activity,2025-11-18
dev_525634,device,Suspicious login pattern,2025-12-22
dev_860681,device,Known botnet activity,2025-10-20
14.15.255.113,ip,Known botnet activity,2025-12-22
35.120.154.124,ip,Suspicious login pattern,2025-11-04
134.149.225.235,ip,Known botnet activity,2025-09-02
acc_892979,account,Suspicious login pattern,2025-10-22
acc_38668,account,Known botnet activity,2025-11-14
dev_945035,device,Suspicious login pattern,2025-11-17
dev_778581,device,Previous fraud attempt,2025-11-24
acc_423975,account,Previous fraud attempt,2025-10-01
22.6.119.183,ip,Previous fraud attempt,2025-12-20
acc_742792,account,Known botnet activity,2025-09-12
dev_576752,device,Chargeback abuse,2025-12-26
152.98.102.218,ip,Known botnet activity,2025-10-28
acc_263987,account,Suspicious login pattern,2025-12-25
acc_334946,account,Suspicious login pattern,2025-09-15
222.193.227.231,ip,Suspicious login pattern,2025-10-07
dev_145181,device,Known botnet activity,2025-09-05
30.110.5.197,ip,Chargeback abuse,2025-09-17
dev_203893,device,Previous fraud attempt,2025-08-30
108.177.16.246,ip,Previous fraud attempt,2025-09-12
125.92.117.45,ip,Previous fraud attempt,2025-11-19
dev_539584,device,Known botnet activity,2025-10-21
23.166.20.37,ip,Previous fraud attempt,2025-11-07
221.176.247.36,ip,Chargeback abuse,2025-12-12
dev_962853,device,Previous fraud attempt,2025-09-26
1.14.25.52,ip,Known botnet activity,2025-12-17
acc_444993,account,Previous fraud attempt,2025-10-10
acc_438835,account,Chargeback abuse,2025-12-22
60.25.214.135,ip,Suspicious login pattern,2025-11-10
22.209.139.23,ip,Known botnet activity,2025-12-05
103.125.43.137,ip,Suspicious login pattern,2025-11-17
5.103.21.15,ip,Chargeback abuse,2025-12-19
acc_829095,account,Known botnet activity,2025-09-11
dev_690263,device,Known botnet activity,2025-09-24
acc_313263,account,Known botnet activity,2025-12-14
137.166.103.34,ip,Chargeback abuse,2025-09-15
acc_773565,account,Known botnet activity,2025-09-24
acc_466515,account,Chargeback abuse,2025-09-03
dev_50294,device,Chargeback abuse,2025-12-16
dev_887567,device,Chargeback abuse,2025-12-09
194.154.56.148,ip,Suspicious login pattern,2025-12-11
dev_367035,device,Suspicious login pattern,2025-12-06
173.44.104.44,ip,Suspicious login pattern,2025-09-06
83.158.182.254,ip,Suspicious login pattern,2025-10-06
2.18.122.113,ip,Suspicious login pattern,2025-11-14
dev_975774,device,Chargeback abuse,2025-11-04
25.56.81.155,ip,Known botnet activity,2025-09-29
152.95.51.109,ip,Suspicious login pattern,2025-12-06
acc_769076,account,Previous fraud attempt,2025-11-18
dev_53533,device,Previous fraud attempt,2025-12-18
acc_866819,account,Previous fraud attempt,2025-09-22
220.101.56.106,ip,Chargeback abuse,2025-10-03
acc_545856,account,Suspicious login pattern,2025-10-26
100.221.238.90,ip,Previous fraud attempt,2025-09-11
172.49.242.129,ip,Known botnet activity,2025-10-14
66.103.173.88,ip,Chargeback abuse,2025-09-28
dev_221014,device,Known botnet activity,2025-12-08
acc_821361,account,Chargeback abuse,2025-09-22
acc_772310,account,Previous fraud attempt,2025-12-24
dev_250341,device,Previous fraud attempt,2025-12-12
acc_390563,account,Known botnet activity,2025-09-25
dev_502228,device,Chargeback abuse,2025-10-31
dev_89785,device,Chargeback abuse,2025-10-19
dev_840058,device,Suspicious login pattern,2025-12-24
150.122.165.91,ip,Chargeback abuse,2025-09-27
dev_149164,device,Suspicious login pattern,2025-11-28
acc_408768,account,Known botnet activity,2025-12-11
dev_173132,device,Chargeback abuse,2025-12-10
dev_258491,device,Suspicious login pattern,2025-09-11
dev_44957,device,Known botnet activity,2025-10-31
199.79.255.72,ip,Suspicious login pattern,2025-12-22
dev_300690,device,Chargeback abuse,2025-11-03
112.55.119.156,ip,Previous fraud attempt,2025-10-31
dev_864129,device,Previous fraud attempt,2025-09-29
141.34.236.213,ip,Known botnet activity,2025-12-11
dev_99663,device,Chargeback abuse,2025-09-28
acc_844935,account,Chargeback abuse,2025-11-26
acc_906899,account,Previous fraud attempt,2025-09-11
dev_351506,device,Chargeback abuse,2025-10-21
dev_892672,device,Suspicious login pattern,2025-11-21
acc_97391,account,Chargeback abuse,2025-11-15
dev_441955,device,Suspicious login pattern,2025-11-26
acc_70499,account,Known botnet activity,2025-09-14
dev_904431,device,Chargeback abuse,2025-10-29
dev_708694,device,Known botnet activity,2025-11-02
dev_588898,device,Known botnet activity,2025-12-22
acc_934342,account,Chargeback abuse,2025-08-29
acc_605590,account,Chargeback abuse,2025-10-01
acc_982582,account,Known botnet activity,2025-10-06
acc_55545,account,Previous fraud attempt,2025-09-04
200.120.190.101,ip,Known botnet activity,2025-09-25
dev_200033,device,Known botnet activity,2025-09-19
dev_444614,device,Suspicious login pattern,2025-09-05
acc_602982,account,Known botnet activity,2025-09-12
dev_908279,device,Chargeback abuse,2025-10-18
138.92.47.224,ip,Previous fraud attempt,2025-11-02
dev_999161,device,Chargeback abuse,2025-09-18
acc_79154,account,Previous fraud attempt,2025-11-27
acc_94337,account,Chargeback abuse,2025-12-16
dev_708940,device,Suspicious login pattern,2025-12-10
96.135.201.170,ip,Known botnet activity,2025-12-07
195.105.179.49,ip,Previous fraud attempt,2025-11-05
acc_949237,account,Previous fraud attempt,2025-10-24
71.116.200.110,ip,Previous fraud attempt,2025-09-15
68.173.2.78,ip,Suspicious login pattern,2025-10-01
52.215.206.159,ip,Suspicious login pattern,2025-09-16
223.135.76.30,ip,Suspicious login pattern,2025-11-25
dev_541233,device,Suspicious login pattern,2025-10-24
acc_498051,account,Previous fraud attempt,2025-08-31
172.164.45.137,ip,Known botnet activity,2025-09-12
207.152.141.163,ip,Suspicious login pattern,2025-12-09
acc_514054,account,Known botnet activity,2025-12-09
208.138.71.195,ip,Suspicious login pattern,2025-10-12
dev_230314,device,Previous fraud attempt,2025-09-18
dev_264112,device,Known botnet activity,2025-09-13
acc_672924,account,Previous fraud attempt,2025-09-11
168.47.124.96,ip,Known botnet activity,2025-12-09
acc_91985,account,Chargeback abuse,2025-09-16
acc_865,account,Chargeback abuse,2025-09-16
acc_834068,account,Known botnet activity,2025-12-01
dev_655393,device,Previous fraud attempt,2025-11-12
158.254.11.36,ip,Suspicious login pattern,2025-12-26
dev_65251,device,Previous fraud attempt,2025-10-23
157.201.75.165,ip,Previous fraud attempt,2025-09-26
acc_18500,account,Chargeback abuse,2025-12-06
dev_815123,device,Known botnet activity,2025-12-23
acc_365008,account,Known botnet activity,2025-11-01
43.122.97.23,ip,Suspicious login pattern,2025-09-23
dev_957559,device,Known botnet activity,2025-09-11
dev_971250,device,Suspicious login pattern,2025-09-20
dev_115174,device,Known botnet activity,2025-09-17
dev_267866,device,Suspicious login pattern,2025-09-29
dev_286596,device,Suspicious login pattern,2025-09-14
177.44.131.230,ip,Suspicious login pattern,2025-12-15
191.31.226.2,ip,Previous fraud attempt,2025-11-24
93.15.186.114,ip,Chargeback abuse,2025-09-03
23.32.70.198,ip,Known botnet activity,2025-12-12
103.126.178.52,ip,Previous fraud attempt,2025-10-11
acc_634072,account,Chargeback abuse,2025-11-18
acc_971145,account,Chargeback abuse,2025-11-06
acc_847663,account,Previous fraud attempt,2025-09-08
119.118.49.12,ip,Previous fraud attempt,2025-10-01
35.134.78.126,ip,Chargeback abuse,2025-11-25
acc_429797,account,Chargeback abuse,2025-10-02
5.96.76.141,ip,Chargeback abuse,2025-09-26
acc_160241,account,Known botnet activity,2025-11-09
79.59.14.147,ip,Known botnet activity,2025-09-29
acc_427478,account,Previous fraud attempt,2025-09-11
acc_747525,account,Chargeback abuse,2025-11-04
dev_886365,device,Chargeback abuse,2025-09-24
dev_34807,device,Suspicious login pattern,2025-11-18
100.147.167.255,ip,Chargeback abuse,2025-09-09
214.143.88.231,ip,Suspicious login pattern,2025-11-06
164.112.128.39,ip,Known botnet activity,2025-10-20
176.188.187.191,ip,Previous fraud attempt,2025-12-06
69.61.120.91,ip,Known botnet activity,2025-11-27
dev_84539,device,Chargeback abuse,2025-10-11
acc_788126,account,Known botnet activity,2025-10-25
112.237.253.214,ip,Previous fraud attempt,2025-11-05
acc_781663,account,Known botnet activity,2025-11-19
174.66.223.234,ip,Known botnet activity,2025-10-05
178.126.172.4,ip,Previous fraud attempt,2025-11-01
dev_390546,device,Suspicious login pattern,2025-12-20
acc_258570,account,Suspicious login pattern,2025-09-21
dev_228357,device,Suspicious login pattern,2025-11-01
222.0.150.18,ip,Previous fraud attempt,2025-09-23
137.93.222.124,ip,Chargeback abuse,2025-10-04
dev_757767,device,Chargeback abuse,2025-11-21
acc_455209,account,Known botnet activity,2025-10-21
acc_798039,account,Chargeback abuse,2025-11-24
dev_945254,device,Suspicious login pattern,2025-09-16
dev_276943,device,Chargeback abuse,2025-10-02
acc_85566,account,Suspicious login pattern,2025-09-17
acc_777879,account,Known botnet activity,2025-10-29
126.212.132.107,ip,Chargeback abuse,2025-09-26
41.67.44.109,ip,Previous fraud attempt,2025-09-01
acc_789469,account,Suspicious login pattern,2025-12-18
135.72.91.142,ip,Chargeback abuse,2025-10-30
acc_762795,account,Previous fraud attempt,2025-09-06
dev_148692,device,Suspicious login pattern,2025-11-07
dev_949238,device,Known botnet activity,2025-12-23
92.232.21.239,ip,Previous fraud attempt,2025-10-07
acc_833592,account,Known botnet activity,2025-11-07
6.119.104.9,ip,Known botnet activity,2025-12-04
33.88.69.191,ip,Previous fraud attempt,2025-12-07
10.178.246.212,ip,Chargeback abuse,2025-10-17
dev_441317,device,Previous fraud attempt,2025-10-09
acc_851281,account,Chargeback abuse,2025-09-21
acc_797738,account,Previous fraud attempt,2025-10-21
acc_229273,account,Known botnet activity,2025-10-17
181.101.177.198,ip,Known botnet activity,2025-12-25
98.121.248.129,ip,Known botnet activity,2025-10-28
acc_563752,account,Previous fraud attempt,2025-09-08
196.98.234.187,ip,Suspicious login pattern,2025-10-22
acc_713729,account,Previous fraud attempt,2025-11-13
86.85.234.85,ip,Chargeback abuse,2025-09-08
dev_334708,device,Known botnet activity,2025-12-24
154.134.181.235,ip,Previous fraud attempt,2025-10-17
acc_847903,account,Previous fraud attempt,2025-11-02
acc_627482,account,Chargeback abuse,2025-09-03
83.235.64.117,ip,Chargeback abuse,2025-09-09
72.158.145.219,ip,Known botnet activity,2025-11-22
92.180.75.254,ip,Known botnet activity,2025-10-29
acc_394063,account,Known botnet activity,2025-09-08
130.156.113.65,ip,Suspicious login pattern,2025-11-18
60.182.6.79,ip,Previous fraud attempt,2025-10-16
dev_842463,device,Suspicious login pattern,2025-10-29
acc_436595,account,Chargeback abuse,2025-11-06
dev_494298,device,Known botnet activity,2025-09-07
dev_104380,device,Previous fraud attempt,2025-11-16
32.191.202.111,ip,Suspicious login pattern,2025-11-25
acc_996121,account,Chargeback abuse,2025-10-06
dev_533838,device,Chargeback abuse,2025-12-01
dev_760528,device,Previous fraud attempt,2025-10-25
acc_401529,account,Chargeback abuse,2025-09-14
144.168.99.144,ip,Known botnet activity,2025-12-17
dev_697208,device,Known botnet activity,2025-11-17
137.75.162.130,ip,Suspicious login pattern,2025-10-11
122.205.140.155,ip,Suspicious login pattern,2025-12-26
dev_175347,device,Chargeback abuse,2025-10-13
131.244.242.34,ip,Known botnet activity,2025-11-10
dev_418360,device,Chargeback abuse,2025-11-08
20.11.211.151,ip,Chargeback abuse,2025-09-16
52.90.150.72,ip,Suspicious login pattern,2025-12-12
84.210.55.246,ip,Suspicious login pattern,2025-09-03
171.151.197.79,ip,Suspicious login pattern,2025-11-29
acc_878764,account,Known botnet activity,2025-10-04
acc_344134,account,Chargeback abuse,2025-09-24
81.106.142.230,ip,Chargeback abuse,2025-10-28
acc_301793,account,Suspicious login pattern,2025-10-01
dev_511622,device,Known botnet activity,2025-11-17
acc_323183,account,Known botnet activity,2025-09-01
118.247.93.28,ip,Known botnet activity,2025-11-07
dev_962592,device,Previous fraud attempt,2025-10-23
dev_281111,device,Previous fraud attempt,2025-10-28
dev_277138,device,Known botnet activity,2025-12-22
140.161.229.123,ip,Suspicious login pattern,2025-10-24
212.53.57.137,ip,Chargeback abuse,2025-10-03
acc_976362,account,Known botnet activity,2025-12-03
acc_347841,account,Suspicious login pattern,2025-12-25
acc_781464,account,Previous fraud attempt,2025-11-24
146.71.45.104,ip,Known botnet activity,2025-09-17
26.185.198.2,ip,Chargeback abuse,2025-12-01
176.47.159.236,ip,Chargeback abuse,2025-10-15
dev_686964,device,Suspicious login pattern,2025-12-14
acc_936715,account,Known botnet activity,2025-12-24
194.219.198.41,ip,Previous fraud attempt,2025-10-07
acc_227317,account,Chargeback abuse,2025-10-18
dev_751118,device,Known botnet activity,2025-12-01
34.172.42.147,ip,Known botnet activity,2025-12-04
17.54.117.29,ip,Chargeback abuse,2025-09-02
acc_304958,account,Chargeback abuse,2025-10-20
dev_248464,device,Previous fraud attempt,2025-09-24
30.187.159.44,ip,Chargeback abuse,2025-11-01
dev_430793,device,Previous fraud attempt,2025-10-03
40.137.142.86,ip,Previous fraud attempt,2025-09-24
acc_635185,account,Suspicious login pattern,2025-09-08
dev_26761,device,Chargeback abuse,2025-12-21
7.250.58.97,ip,Previous fraud attempt,2025-12-19
dev_455624,device,Previous fraud attempt,2025-11-23
dev_882279,device,Suspicious login pattern,2025-12-06
163.188.107.48,ip,Known botnet activity,2025-08-30
163.116.209.65,ip,Suspicious login pattern,2025-10-31
dev_424474,device,Known botnet activity,2025-12-08
48.190.33.249,ip,Suspicious login pattern,2025-10-17
dev_479028,device,Previous fraud attempt,2025-08-30
acc_953619,account,Known botnet activity,2025-12-12
acc_108059,account,Chargeback abuse,2025-11-08
147.204.197.178,ip,Suspicious login pattern,2025-11-05
dev_37276,device,Suspicious login pattern,2025-08-30
114.163.252.247,ip,Chargeback abuse,2025-11-02
acc_418807,account,Known botnet activity,2025-10-08
acc_273861,account,Chargeback abuse,2025-12-12
11.156.14.175,ip,Previous fraud attempt,2025-11-12
90.130.215.239,ip,Chargeback abuse,2025-11-20
dev_970968,device,Known botnet activity,2025-11-07
acc_334573,account,Suspicious login pattern,2025-12-11
dev_635027,device,Chargeback abuse,2025-11-20
acc_356336,account,Suspicious login pattern,2025-09-26
dev_580168,device,Suspicious login pattern,2025-10-28
acc_736890,account,Suspicious login pattern,2025-10-25
19.215.41.212,ip,Chargeback abuse,2025-12-13
dev_157070,device,Previous fraud attempt,2025-11-16
acc_639711,account,Suspicious login pattern,2025-09-17
38.125.245.186,ip,Chargeback abuse,2025-11-15
acc_94068,account,Previous fraud attempt,2025-11-17
93.236.158.132,ip,Chargeback abuse,2025-10-05
dev_475546,device,Previous fraud attempt,2025-08-29
130.126.247.241,ip,Previous fraud attempt,2025-11-30
dev_566354,device,Known botnet activity,2025-12-07
189.157.62.198,ip,Known botnet activity,2025-10-06
acc_207027,account,Previous fraud attempt,2025-09-25
200.254.164.9,ip,Suspicious login pattern,2025-12-24
150.75.28.170,ip,Chargeback abuse,2025-12-14
acc_590928,account,Previous fraud attempt,2025-10-30
140.227.173.202,ip,Suspicious login pattern,2025-11-25
189.209.57.92,ip,Previous fraud attempt,2025-10-26
210.128.36.36,ip,Previous fraud attempt,2025-08-30
3.66.216.127,ip,Known botnet activity,2025-10-12
acc_966525,account,Known botnet activity,2025-09-24
157.188.195.234,ip,Known botnet activity,2025-10-24
acc_871333,account,Chargeback abuse,2025-10-21
dev_194395,device,Known botnet activity,2025-09-01
acc_104908,account,Known botnet activity,2025-11-28
dev_975606,device,Previous fraud attempt,2025-10-01
80.10.219.197,ip,Previous fraud attempt,2025-12-13
dev_48164,device,Suspicious login pattern,2025-09-13
dev_581485,device,Previous fraud attempt,2025-12-19
122.101.131.30,ip,Previous fraud attempt,2025-08-30
dev_647514,device,Chargeback abuse,2025-12-20
91.97.225.142,ip,Previous fraud attempt,2025-12-09
acc_636490,account,Known botnet activity,2025-09-08
77.90.168.132,ip,Known botnet activity,2025-12-25
105.73.54.231,ip,Suspicious login pattern,2025-09-11
acc_549310,account,Chargeback abuse,2025-11-16
188.28.185.173,ip,Suspicious login pattern,2025-12-07
69.127.235.22,ip,Chargeback abuse,2025-11-25
33.247.77.138,ip,Previous fraud attempt,2025-11-14
168.20.2.5,ip,Previous fraud attempt,2025-10-19
acc_832301,account,Suspicious login pattern,2025-09-07
53.12.142.185,ip,Previous fraud attempt,2025-09-02
dev_437853,device,Suspicious login pattern,2025-10-30
94.136.170.227,ip,Suspicious login pattern,2025-11-18
acc_901412,account,Previous fraud attempt,2025-11-10
dev_428116,device,Known botnet activity,2025-12-03
105.199.43.7,ip,Chargeback abuse,2025-09-12
dev_990158,device,Known botnet activity,2025-09-13
dev_468379,device,Previous fraud attempt,2025-10-02
dev_216886,device,Chargeback abuse,2025-12-21
acc_981741,account,Suspicious login pattern,2025-09-14
dev_271085,device,Suspicious login pattern,2025-09-21
dev_93517,device,Known botnet activity,2025-12-05
119.20.149.12,ip,Known botnet activity,2025-09-29
dev_799163,device,Known botnet activity,2025-11-10
dev_967115,device,Known botnet activity,2025-12-12
165.199.119.165,ip,Previous fraud attempt,2025-10-13
92.13.161.249,ip,Suspicious login pattern,2025-12-22
dev_779190,device,Previous fraud attempt,2025-09-03
102.207.64.17,ip,Known botnet activity,2025-09-10
acc_521019,account,Suspicious login pattern,2025-11-04
acc_533605,account,Known botnet activity,2025-10-02
73.243.191.10,ip,Suspicious login pattern,2025-10-09
25.174.245.145,ip,Chargeback abuse,2025-12-19
12.243.193.132,ip,Known botnet activity,2025-10-25
dev_362035,device,Known botnet activity,2025-11-19
121.26.97.30,ip,Previous fraud attempt,2025-12-20
19.1.143.105,ip,Suspicious login pattern,2025-09-02
acc_422469,account,Suspicious login pattern,2025-09-27
dev_748885,device,Known botnet activity,2025-11-07
